output_dir,seed,num_samples,model_name_or_path,tokenizer,dataset,mode,score_generation_mode,tensor_parallel_size,temperature,top_p,repetition_penalty,max_cot_tokens,prompt_dir,v100,max_model_len,pearson_r,pearson_p_value,spearman_r,spearman_p_value,kendall_tau,kenall_p_value,rmse,validation_ratio,n_cot,save_score_logits,save_score_probs,is_formattted,prepare_training_data,output_training_data_name,training_data_validation_ratio,use_system_prompt,remove_reference
evaluation_result,42,-1,../models/lora_cot_raft,mistralai/Mistral-7B-Instruct-v0.2,data/flask_eval.json,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.3992937523223747,1.8105412666649142e-77,0.3964587369091883,2.656639742816396e-76,0.3223198377352946,3.9919869788390406e-78,1.7219226147694249,0.0,1.0,,0.0,1.0,,,,,
evaluation_result,42,-1,../models/lora_cot_sft/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Bench,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.906684242451942,0.0,0.9107690597826336,0.0,0.7973090850736527,1.5387678785905092e-250,0.6067039520557481,0.0,1.0,,1.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft,mistralai/Mistral-7B-Instruct-v0.2,data/flask_eval.json,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.4069357881522702,1.1380808217011023e-80,0.4121979291746653,6.345097629127366e-83,0.3129997079015131,5.79840903120277e-86,1.6767003757826355,0.0,1.0,,1.0,1.0,,,,,
evaluation_result,42,-1,../models/lora_cot_sft/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Bench,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.9415264497156736,0.0,0.9385041168620092,0.0,0.8269965878369996,8.062989463669332e-278,0.4792668936731326,0.0,5.0,,1.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_sft/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Bench,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.9379287442594458,0.0,0.9365145569951652,0.0,0.8440440052004764,1.7811793489254738e-274,0.4927473997901967,0.0,5.0,,0.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Bench,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.935190586338244,0.0,0.9342536166800052,0.0,0.8401899529214958,8.215776397761315e-273,0.5031500770148009,0.0,5.0,,0.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Bench,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.9021260396203844,0.0,0.9026249223445856,0.0,0.8308506909907875,5.741219691835444e-236,0.623698645180507,0.0,1.0,,0.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_sft/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Bench,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.8957200060831471,0.0,0.8970312793846565,0.0,0.8250773994688873,1.1099892404996376e-232,0.6442049363362563,0.0,1.0,,0.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_sft/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Bench,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.9379287442594458,0.0,0.9365145569951652,0.0,0.8440440052004764,1.7811793489254738e-274,0.4927473997901967,0.0,5.0,,0.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft,mistralai/Mistral-7B-Instruct-v0.2,data/flask_eval.json,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.4937281516020804,1.8764538547231304e-123,0.4928434238716635,5.9544120903935716e-123,0.367962107892829,1.7148301910323928e-121,1.4581791874886627,0.0,5.0,,1.0,1.0,,,,,
evaluation_result,42,-1,../models/lora_cot_sft/,mistralai/Mistral-7B-Instruct-v0.2,data/flask_eval.json,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.4149177553235368,4.1842837944446015e-84,0.4065189060997804,1.709998108589043e-80,0.3281376672687243,4.634897165035438e-81,1.669862004411276,0.0,1.0,,0.0,1.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft,mistralai/Mistral-7B-Instruct-v0.2,data/flask_eval.json,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.4880327855344727,2.992691616515252e-120,0.4858135824854193,5.101430332013306e-119,0.3702494988205109,3.011844299037122e-117,1.4854550520443823,0.0,5.0,,0.0,1.0,,,,,
evaluation_result,42,-1,../models/lora_cot_sft/,mistralai/Mistral-7B-Instruct-v0.2,data/flask_eval.json,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.5196979599082441,7.502736082633772e-139,0.5145880696755326,1.0261109460555628e-135,0.3915880310909621,6.705123318367174e-131,1.434925257549195,0.0,5.0,,0.0,1.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft_10/,mistralai/Mistral-7B-Instruct-v0.2,data/flask_eval.json,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.379103029392678,2.0959633641119133e-69,0.387038563278402,1.6574078224191845e-72,0.2923352410886586,1.0651747492395015e-75,1.708982804867306,0.0,1.0,,1.0,1.0,,,,,
evaluation_result,42,-1,../models/lora_cot_sft/,mistralai/Mistral-7B-Instruct-v0.2,data/flask_eval.json,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.5217815697448428,3.811120653301081e-140,0.5132079161621824,7.064343287143122e-135,0.3816015658952909,1.7656827966076333e-130,1.4070595103479415,0.0,5.0,,1.0,1.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft_10/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Bench,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.8878132674111512,0.0,0.8884081608197077,0.0,0.8125405432209196,1.1083364739310124e-225,0.6663332499583072,0.0,1.0,,0.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft_10/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Bench,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.935250165556041,0.0,0.9353474997155108,0.0,0.8421247071033908,3.120428260219704e-273,0.5035076960682925,0.0,5.0,,0.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Collection,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.8931784035201906,5.737862378991956e-175,0.9052927873037204,2.6667183281278883e-187,0.793365062980642,5.840282691007656e-124,0.6392866208921734,0.05,1.0,,0.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft_10/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Bench,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.8939436492398123,0.0,0.9041577514995818,0.0,0.7924160259532107,5.464193685211447e-245,0.6456923918804147,0.0,1.0,,1.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Bench,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.9031117606182706,0.0,0.9117054190545222,0.0,0.7990134527575821,1.4249434268004043e-250,0.6183362259330165,0.0,1.0,,0.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft_10/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Bench,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.936500515294968,0.0,0.9358182723862852,0.0,0.8232500752895374,4.147183780682275e-275,0.4981334068900373,0.0,5.0,,1.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft_10/,mistralai/Mistral-7B-Instruct-v0.2,data/flask_eval.json,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.4996817000035995,7.244252779677527e-127,0.4935897114328845,2.248583131314816e-123,0.3760846695117166,8.159882544255029e-121,1.4951774328003868,0.0,5.0,,0.0,1.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft_10/,mistralai/Mistral-7B-Instruct-v0.2,data/flask_eval.json,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.3969549238786662,1.6633664496502587e-76,0.3951258275228586,9.308058700671416e-76,0.3206980818905756,2.5949963048331118e-77,1.708227437875368,0.0,1.0,,0.0,1.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft_10/,mistralai/Mistral-7B-Instruct-v0.2,data/flask_eval.json,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.4922986236894193,1.2103807074437584e-122,0.487967323230158,3.2547889577477465e-120,0.3620861499335736,1.0606359202909302e-117,1.4930982161288342,0.0,5.0,,0.0,1.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Collection,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.8932938548036464,4.449897833171034e-175,0.8979406657452533,1.2484079117018144e-179,0.7841181893677107,1.6332314110170626e-121,0.645137442797174,0.05,1.0,,1.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft_10/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Collection,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.8866105350235038,6.896421601590378e-169,0.8957247638337718,1.967337814182446e-177,0.7850003429884567,1.0064704747439056e-119,0.6736875235443154,0.05,1.0,,1.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Collection,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.93290663498273,4.930172915954358e-223,0.9307754745749898,9.03809603968602e-220,0.815900379696082,3.3347332697462554e-136,0.5016826133010047,0.05,5.0,,1.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft_10/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Collection,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.927566883156104,4.756988709137641e-215,0.9268927414958612,4.381545436735442e-214,0.815823448022395,5.378861706367199e-136,0.5223368562499632,0.05,5.0,,1.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_sft/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Bench,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.906684242451942,0.0,0.9107690597826336,0.0,0.7973090850736527,1.5387678785905092e-250,0.6067039520557481,0.0,1.0,,1.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_sft/,mistralai/Mistral-7B-Instruct-v0.2,data/flask_eval.json,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.4186951968870063,9.192413664888126e-86,0.415188006615552,3.1892859707536533e-84,0.3120383663749584,8.332921665429152e-86,1.6318172656611472,0.0,1.0,,1.0,1.0,,,,,
evaluation_result,42,-1,../models/lora_cot_sft/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Collection,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.9072535346103628,1.8790373219384573e-189,0.9128144035338468,7.940132339418992e-196,0.7976521180977577,5.7171326996531376e-127,0.5853564648427722,0.05,1.0,,1.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_sft/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Bench,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.9415264497156736,0.0,0.9385041168620092,0.0,0.8269965878369996,8.062989463669332e-278,0.4792668936731326,0.0,5.0,,1.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_sft/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Collection,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.9026555864675,1.7681546937831004e-184,0.9072787714007072,1.7616718068849021e-189,0.7940368511583289,3.080632923346586e-125,0.6113592790459318,0.05,1.0,,1.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_sft/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Collection,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.938827110982221,1.073558492184658e-232,0.931394158685295,1.0461917598508952e-220,0.8188937420088193,3.903637277866741e-137,0.498286018030579,0.05,5.0,,1.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Bench,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.9075896121374528,0.0,0.9111962408751764,0.0,0.7976353821176755,1.293760835949374e-248,0.6048307358591468,0.0,1.0,,1.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft/,mistralai/Mistral-7B-Instruct-v0.2,prometheus-eval/Feedback-Bench,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.9361662260121952,0.0,0.9340795277776032,0.0,0.820785916642943,8.983742750960818e-274,0.4992627978358409,0.0,5.0,,1.0,0.0,,,,,
evaluation_result,42,-1,../models/lora_cot_raft_10/,mistralai/Mistral-7B-Instruct-v0.2,data/flask_eval.json,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.4922986236894193,1.2103807074437584e-122,0.487967323230158,3.2547889577477465e-120,0.3620861499335736,1.0606359202909302e-117,1.4930982161288342,0.0,5.0,,1.0,1.0,,,,,
evaluation_result/,42,-1,/home/dcml0714/raft_llm_as_a_judge/models/sft_lora_cot_raft_feedback_score_1,mistralai/Mistral-7B-Instruct-v0.2,data/feedback_collection_test.json,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.8801163528869873,0.0,0.880656668896408,0.0,0.805942099298312,3.3970504283499653e-222,0.6928203230275509,0.0,1.0,,0.0,1.0,False,training_data,0.05,,
evaluation_result/,42,-1,/home/dcml0714/raft_llm_as_a_judge/models/sft_lora_cot_raft_feedback_score_1,mistralai/Mistral-7B-Instruct-v0.2,data/feedback_collection_test.json,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.9346588364737344,0.0,0.9325015801717008,0.0,0.8189159548911835,1.5143270104290522e-274,0.5038510115753858,0.0,1.0,,1.0,1.0,False,training_data,0.05,,
evaluation_result/,42,-1,/home/dcml0714/raft_llm_as_a_judge/models/sft_lora_cot_raft_feedback_score_1,mistralai/Mistral-7B-Instruct-v0.2,data/feedback_collection_ood_test.json,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.8728183988026657,3.50158198715e-313,0.8732911322586426,6.1901802224e-314,0.7983924693454313,4.987632229371801e-218,0.7113367697511496,0.0,1.0,,0.0,1.0,False,training_data,0.05,,
evaluation_result/,42,-1,/home/dcml0714/raft_llm_as_a_judge/models/sft_lora_cot_raft_feedback_score_1,mistralai/Mistral-7B-Instruct-v0.2,data/feedback_collection_ood_test.json,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.9174333697534724,0.0,0.9158263937015522,0.0,0.797502544431393,1.707217895013661e-260,0.5662977477230798,0.0,1.0,,1.0,1.0,False,training_data,0.05,,
evaluation_result/,42,-1,/home/dcml0714/raft_llm_as_a_judge/models/sft_lora_cot_raft_feedback_score_1,mistralai/Mistral-7B-Instruct-v0.2,data/feedback_collection_test.json,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.9239051542421276,0.0,0.9236001504389298,0.0,0.829256531928384,2.0432789606663964e-265,0.5428812024743536,0.0,5.0,,0.0,1.0,False,training_data,0.05,,
evaluation_result/,42,-1,/home/dcml0714/raft_llm_as_a_judge/models/sft_lora_cot_raft_feedback_score_1,mistralai/Mistral-7B-Instruct-v0.2,data/feedback_collection_test.json,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.934162628960216,0.0,0.931892276456848,0.0,0.8179609574556068,4.245611958998064e-274,0.505793778286427,0.0,5.0,,1.0,1.0,False,training_data,0.05,,
evaluation_result/,42,-1,/home/dcml0714/raft_llm_as_a_judge/models/sft_lora_cot_raft_feedback_score_1,mistralai/Mistral-7B-Instruct-v0.2,data/feedback_collection_ood_test.json,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.9121975915826236,0.0,0.91148826302057,0.0,0.8117336836624173,1.9007613774835649e-255,0.5820652884342099,0.0,5.0,,0.0,1.0,False,training_data,0.05,,
evaluation_result/,42,-1,/home/dcml0714/raft_llm_as_a_judge/models/sft_lora_cot_raft_feedback_score_1,mistralai/Mistral-7B-Instruct-v0.2,data/feedback_collection_ood_test.json,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.9170650294584244,0.0,0.915281935543514,0.0,0.7963178897639779,6.3124400702725635e-260,0.5674430265017806,0.0,5.0,,1.0,1.0,False,training_data,0.05,,
evaluation_result/,42,-1,/home/dcml0714/raft_llm_as_a_judge/models/lora_cot_raft_lora_cot_raft_feedback_score_1,mistralai/Mistral-7B-Instruct-v0.2,data/feedback_collection_test.json,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.9119758521993888,0.0,0.911716951588958,0.0,0.845830730078769,1.1480562649356824e-244,0.5983310120660636,0.0,1.0,,0.0,1.0,False,training_data,0.05,,
evaluation_result/,42,-1,/home/dcml0714/raft_llm_as_a_judge/models/lora_cot_raft_lora_cot_raft_feedback_score_1,mistralai/Mistral-7B-Instruct-v0.2,data/feedback_collection_test.json,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.9471431937440158,0.0,0.94595004648166,0.0,0.8387889446999702,9.066080219509248e-288,0.4681006773880407,0.0,1.0,,1.0,1.0,False,training_data,0.05,,
evaluation_result/,42,-1,/home/dcml0714/raft_llm_as_a_judge/models/lora_cot_raft_lora_cot_raft_feedback_score_1,mistralai/Mistral-7B-Instruct-v0.2,data/feedback_collection_ood_test.json,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.8995456835357334,0.0,0.8999814837064609,0.0,0.8356800498139588,7.204436220315169e-239,0.6356099432828282,0.0,1.0,,0.0,1.0,False,training_data,0.05,,
evaluation_result/,42,-1,/home/dcml0714/raft_llm_as_a_judge/models/lora_cot_raft_lora_cot_raft_feedback_score_1,mistralai/Mistral-7B-Instruct-v0.2,data/feedback_collection_ood_test.json,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.931117282160658,0.0,0.930015203963227,0.0,0.8198143462730634,5.53434548681921e-275,0.535977372446276,0.0,1.0,,1.0,1.0,False,training_data,0.05,,
evaluation_result/,42,-1,/home/dcml0714/raft_llm_as_a_judge/models/lora_cot_raft_lora_cot_raft_feedback_score_1,mistralai/Mistral-7B-Instruct-v0.2,data/feedback_collection_test.json,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.9453036357219008,0.0,0.944239032876604,0.0,0.8608545555645893,1.955719347397949e-283,0.4636809247747852,0.0,5.0,,0.0,1.0,False,training_data,0.05,,
evaluation_result/,42,-1,/home/dcml0714/raft_llm_as_a_judge/models/lora_cot_raft_lora_cot_raft_feedback_score_1,mistralai/Mistral-7B-Instruct-v0.2,data/feedback_collection_test.json,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.947407458429081,0.0,0.9461916629884388,0.0,0.8387139375463544,4.920517971164406e-288,0.4670283378237163,0.0,5.0,,1.0,1.0,False,training_data,0.05,,
evaluation_result/,42,-1,/home/dcml0714/raft_llm_as_a_judge/models/lora_cot_raft_lora_cot_raft_feedback_score_1,mistralai/Mistral-7B-Instruct-v0.2,data/feedback_collection_ood_test.json,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.9310813097403678,0.0,0.9300425870226204,0.0,0.841732708700519,5.5565102065173914e-272,0.5200384601161726,0.0,5.0,,0.0,1.0,False,training_data,0.05,,
evaluation_result/,42,-1,/home/dcml0714/raft_llm_as_a_judge/models/lora_cot_raft_lora_cot_raft_feedback_score_1,mistralai/Mistral-7B-Instruct-v0.2,data/feedback_collection_ood_test.json,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.9315559466840002,0.0,0.930465634097672,0.0,0.819722170691992,3.0167660252782236e-275,0.5338113398448333,0.0,5.0,,1.0,1.0,False,training_data,0.05,,
evaluation_result/,42,-1,/home/dcml0714/raft_llm_as_a_judge/models/lora_cot_raft_2_epoch,mistralai/Mistral-7B-Instruct-v0.2,data/feedback_collection_test.json,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.8892232606914461,0.0,0.8899434672719755,0.0,0.8162042861646687,5.431939994509059e-228,0.6603029607687672,0.0,1.0,,0.0,1.0,False,training_data,0.05,,
evaluation_result/,42,-1,/home/dcml0714/raft_llm_as_a_judge/models/lora_cot_raft_2_epoch,mistralai/Mistral-7B-Instruct-v0.2,data/feedback_collection_test.json,feedback_score,raft,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.8944303653639991,0.0,0.9023332314647629,0.0,0.7906999292148559,1.235372044923163e-244,0.6429253868785682,0.0,1.0,,1.0,1.0,False,training_data,0.05,,
evaluation_result/,42,-1,/home/dcml0714/raft_llm_as_a_judge/models/lora_cot_raft_2_epoch,mistralai/Mistral-7B-Instruct-v0.2,data/feedback_collection_ood_test.json,feedback_score,decode,1,1.0,0.9,1.03,1024.0,../finetuning_utils/prompts,False,4096,0.8684158189476419,2.5782695484934146e-306,0.8685652541504227,1.5217143085334016e-306,0.7899388674825658,9.353968431648229e-214,0.720416546173115,0.0,1.0,,0.0,1.0,False,training_data,0.05,,
